GeneID	GeneType	H003	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007	H001	H002	H004	H005	H006
IMPACT	mRNA	1	0.0	0.0	0.0	0.0	82	52	1	59	0.0	0.0	79	31	0.0	33	0.0	33	0.0
ZNF885P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRTOMT	mRNA	3	0.0	105	38	0.0	52	0.0	0.0	20	32	0.0	0.0	79	0.0	64	41	0.0	0.0
NRG3	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	156	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO3B	mRNA	0.0	0.0	1	0.0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141	0.0	0.0	0.0
NRG4	mRNA	1	0.0	0.0	3	0.0	0.0	0.0	0.0	26	32	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IMPAD1	mRNA	8	0.0	100	281	72	70	378	0.0	101	225	61	55	225	0.0	284	146	76	0.0
MYO3A	mRNA	77	121	1	22	0.0	29	0.0	261	63	0.0	23	0.0	0.0	0.0	0.0	28	0.0	27
RNU105B	snoRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU105A	snoRNA	120	1	0.0	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	165	0.0	0.0	0.0	113
LINC00568	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPACA3	mRNA	382	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	218
SPACA4	mRNA	0.0	1	74	15	0.0	0.0	6	0.0	0.0	0.0	36	7	0.0	0.0	0.0	0.0	87	0.0
RNU105C	snoRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPACA5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40	0.0	0.0
LINC00563	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPACA7	mRNA	84	0.0	0.0	0.0	0.0	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00565	lncRNA	0.0	0.0	86	19	0.0	19	0.0	0.0	0.0	0.0	0.0	0.0	100	0.0	0.0	0.0	0.0	0.0
SNAP47	mRNA	531	306	0.0	81	1	78	0.0	34	753	63	198	194	61	501	0.0	1	175	424
MPTX1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23P5	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAT1P4	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAT1P3	ncRNA	0.0	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23P4	ncRNA	0.0	94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF884P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAT1P1	ncRNA	61	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27
RPS23P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23P9	ncRNA	115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	63
RPS23P8	ncRNA	7	16	78	4	3	5	15	1	8	5	1	5	8	7	12	40	7	2
BAHD1	mRNA	535	106	233	96	9	340	0.0	38	681	192	444	56	189	3	261	202	468	399
RPS23P7	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23P6	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56	0.0	36	0.0	0.0	2	0.0	0.0
IGF2BP1	mRNA	82	49	2	0.0	63	53	1	144	0.0	0.0	0.0	90	0.0	0.0	105	0.0	59	63
IGF2BP3	mRNA	5	124	0.0	35	80	334	0.0	0.0	0.0	61	6	8	42	0.0	0.0	0.0	97	0.0
IGF2BP2	mRNA	495	267	423	126	113	352	299	4	376	317	174	14	65	893	60	200	180	462
WHAMM	mRNA	336	1	376	0.0	59	194	416	0.0	9	83	0.0	86	59	34	0.0	33	30	150
HNRNPA1	mRNA	569	1273	685	728	573	429	777	1072	1014	1066	598	624	895	1043	455	628	684	467
RPS23P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK11P1	ncRNA	1	0.0	118	37	0.0	0.0	0.0	0.0	75	16	0.0	0.0	30	0.0	56	7	46	0.0
LINC00597	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00598	lncRNA	0.0	0.0	0.0	0.0	45	0.0	0.0	0.0	0.0	0.0	0.0	104	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA0	mRNA	1148	841	1535	198	1	2406	2	729	1988	195	1393	744	764	1256	775	332	1018	1058
LINC00599	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	41	0.0	0.0	80	0.0	0.0	0.0	0.0	0.0	47	0.0	0.0
LINC00592	lncRNA	59	0.0	0.0	47	18	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	76	0.0	0.0	0.0	0.0
LINC00593	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17	60	30	60	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA3	mRNA	48	22	1	0.0	53	61	0.0	0.0	75	0.0	22	0.0	0.0	0.0	0.0	0.0	110	47
LINC00595	lncRNA	0.0	0.0	0.0	0.0	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	0.0
EXTL3-AS1	lncRNA	0.0	0.0	0.0	0.0	0.0	88	127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGHVIII-16-1	mRNA	0.0	0.0	0.0	106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO10	mRNA	343	0.0	702	78	279	349	396	132	668	2	229	65	91	1	527	280	220	196
EXOG	mRNA	117	0.0	35	0.0	1	36	237	193	62	34	71	63	0.0	0.0	0.0	76	34	69
HNRNPAB	mRNA	1328	884	720	469	539	427	490	321	719	206	872	586	1276	1502	586	485	672	1176
MYO19	mRNA	244	58	531	163	359	147	121	238	317	109	43	125	56	157	2	81	339	83
MYO16	mRNA	9	0.0	82	22	29	39	0.0	0.0	74	42	3	1	1	198	118	0.0	0.0	0.0
FAF2P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO1D	mRNA	145	1300	1507	1213	251	85	1312	672	204	786	523	558	327	540	905	384	642	124
MYO1E	mRNA	230	73	171	151	0.0	252	319	20	58	61	205	0.0	212	13	0.0	47	66	133
OR51V1	mRNA	0.0	0.0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PINK1	mRNA	61	1	2	0.0	22	0	0.0	0.0	56	15	7	0.0	2	124	0.0	0.0	63	59
MYO1B	mRNA	342	320	0.0	216	92	111	0.0	0.0	298	418	144	56	130	115	159	143	51	253
MYO1C	mRNA	1473	2170	3966	1369	660	1153	2408	1587	1371	1096	737	754	1330	1469	1267	1274	730	912
MYO1A	mRNA	595	2205	2311	2196	999	303	1657	240	1	730	368	1008	1137	1125	1451	947	765	501
SCGB1A1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00589	lncRNA	0.0	0.0	0.0	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0
ATG12P2	ncRNA	0.0	0.0	0.0	28	0.0	0.0	0.0	0.0	44	0.0	32	0.0	0.0	0.0	1	0.0	0.0	0.0
MYO1H	mRNA	39	0.0	0.0	10	0.0	85	0.0	0.0	51	0.0	0.0	0.0	54	215	0.0	56	41	0.0
MIR509-1	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATG12P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35	0.0	40	0.0
MIR509-2	Precursor_miRNA	0.0	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00587	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBATA	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	26	0.0	0.0
MYO1F	mRNA	6573	2243	2901	530	366	4287	67	596	9810	605	4838	1067	1595	5339	3430	1262	2080	6075
MIR509-3	miRNA	0.0	69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO1G	mRNA	4805	1490	2375	290	220	2647	1076	287	6239	305	2515	539	1455	4406	1362	1218	979	4535
LINC00588	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPNE9	mRNA	102	0.0	0.0	0.0	4	284	0.0	0.0	54	0.0	0.0	74	0.0	1	0.0	5	0.0	23
NPFFR2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	0.0	0.0	45	31	0.0
CPNE8	mRNA	141	23	55	0.0	0.0	34	0.0	0.0	129	0.0	24	0.0	93	1	0.0	0.0	0.0	135
NPFFR1	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPNE5	mRNA	155	544	339	190	124	675	0.0	383	2351	295	250	323	335	872	162	301	769	106
CCDC89	mRNA	0.0	130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPNE4	mRNA	205	0.0	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23	53	5	0.0	13	36	0.0	104
CPNE7	mRNA	215	0.0	0.0	292	97	0.0	295	0.0	253	140	86	235	22	1	64	1	89	89
CPNE6	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68	0.0	0.0	0.0	95	0.0	0.0	48	15	0.0
CRKL	mRNA	1519	197	2118	192	337	2872	206	937	2826	258	697	281	671	2792	1287	488	809	1392
OR51L1	mRNA	1	0.0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	0.0
CCDC91	mRNA	368	150	346	93	59	479	20	0.0	762	1	175	0.0	98	467	0.0	104	354	344
OPHN1	mRNA	10	0.0	9	18	69	0.0	0.0	0.0	1	58	0.0	0.0	55	369	0.0	0.0	13	0.0
CCDC96	mRNA	2	0.0	105	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	0.0	0.0
CPNE1	mRNA	1422	769	2001	301	42	1127	544	303	2783	448	1329	251	238	1159	1033	632	795	1115
CCDC97	mRNA	583	649	1020	295	90	591	0.0	548	2078	274	750	196	93	594	415	438	553	160
CPNE3	mRNA	90	87	395	117	212	373	0.0	0.0	751	14	418	149	101	153	0.0	38	88	68
CPNE2	mRNA	319	183	837	420	68	270	250	425	679	254	563	148	210	103	63	216	93	291
CCDC92	mRNA	513	223	680	120	104	625	179	0.0	90	0.0	0.0	1	114	636	282	248	390	258
CCDC93	mRNA	237	40	0.0	165	60	275	0.0	312	435	75	208	72	102	726	136	69	318	168
SCAPER	mRNA	5	1	2	0.0	8	145	0.0	55	138	0.0	0.0	64	37	0.0	46	100	57	0.0
CCDC94	mRNA	682	1	439	67	151	478	110	319	506	101	530	164	245	866	250	75	165	643
INTS6-AS1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG8	mRNA	81	0.0	181	0.0	65	219	128	0.0	0.0	29	0.0	15	0.0	164	260	39	0.0	20
ALG9	mRNA	52	0.0	215	0.0	0.0	34	87	0.0	260	48	60	70	33	171	0.0	15	71	43
ALG6	mRNA	62	1	171	18	100	0.0	0.0	240	0.0	91	10	0.0	42	0.0	0.0	30	68	33
ACTN3	miscRNA	61	0.0	0.0	34	0.0	0.0	0.0	0.0	5	0.0	0.0	0.0	54	0.0	0.0	35	0.0	6
KCNK10	mRNA	130	0.0	0.0	87	0.0	66	86	0.0	116	61	0.0	0.0	0.0	0.0	500	24	40	93
CCDC78	mRNA	450	0.0	322	0.0	6	1	0.0	0.0	108	156	238	0.0	79	0.0	0.0	85	6	216
ACTN2	mRNA	3	0.0	68	88	0.0	103	0.0	0.0	0.0	0.0	0.0	13	0.0	0.0	0.0	25	1	0.0
CCDC79	mRNA	3	0.0	29	0.0	0.0	0.0	0.0	85	136	0.0	0.0	0.0	0.0	0.0	0.0	28	0.0	0.0
KCNK12	mRNA	1	0.0	82	0.0	0.0	0.0	290	1	0.0	54	0.0	0.0	1	0.0	1	55	0.0	0.0
ACTN1	mRNA	713	307	1515	313	94	2922	514	108	471	101	1183	6	532	907	1044	144	264	539
KCNK13	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG5	mRNA	2	67	43	71	42	71	167	138	153	67	77	0.0	44	190	0.0	36	0.0	0.0
ALG2	mRNA	299	0.0	0.0	69	150	2	514	0.0	155	0.0	70	58	0.0	1	278	89	25	288
MYO7B	mRNA	111	494	268	393	64	246	5	0.0	122	179	1	109	307	0.0	0.0	142	121	103
NEK4P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0	21	0.0	0.0	0.0	0.0	0.0
ALG3	mRNA	414	380	1102	314	34	138	418	2	15	223	118	148	257	364	934	191	88	0.0
KCNK15	mRNA	290	0.0	0.0	0.0	0.0	0.0	194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274
NEK4P3	ncRNA	0.0	0.0	0.0	0.0	0.0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNK16	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN4	mRNA	2613	4188	4873	3433	1235	2784	2439	1840	3534	2102	3111	2207	2250	3464	3646	2008	1891	1991
KCNK17	mRNA	80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	101	5	0.0	18	0.0	0.0	0.0	0.0	76
NEK4P2	ncRNA	1	0.0	0.0	49	0.0	18	0.0	0.0	0.0	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO7A	mRNA	6	93	0.0	1	68	204	680	0.0	365	151	193	99	64	136	28	401	151	0.0
ALG1	mRNA	7	6	88	172	1	179	307	0.0	93	136	50	1	48	362	0.0	43	170	0.0
KCNK18	mRNA	0.0	0.0	0.0	0.0	56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35	0.0	0.0
TUBB6P1	ncRNA	120	0.0	0.0	0.0	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115
OR6W1P	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24	0.0	0.0	0.0	0.0	0.0
LOC100128610	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC80	mRNA	483	70	795	677	132	236	134	0.0	107	372	1	385	263	8	633	67	71	386
C8orf44-SGK3	mRNA	121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	112
CCDC86	mRNA	86	3	38	179	19	84	1	263	350	28	121	141	125	1	0.0	111	140	32
CCDC87	mRNA	131	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	48	0.0	0.0	0.0	87	0.0	68
RP11-27K13.3	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21	0.0	0.0	0.0	4	0.0
CCDC81	mRNA	1	0.0	27	0.0	6	0.0	0.0	0.0	0.0	56	0.0	0.0	0.0	0.0	98	0.0	0.0	0.0
CCDC82	mRNA	151	0.0	153	36	42	335	2	0.0	169	1	4	17	10	173	0.0	13	0.0	0.0
CCDC83	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC84	mRNA	1	0.0	344	0.0	0.0	0.0	2	0.0	228	68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC019118.2	lncRNA	244	0.0	0.0	3	0.0	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109
PXT1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	0.0	0.0	22	0.0	0.0	9	0.0	0.0
SLC45A4	mRNA	648	229	482	0.0	10	523	245	0.0	324	77	54	121	114	57	1	153	107	474
SLC45A2	mRNA	63	0.0	0.0	0.0	27	0.0	154	0.0	0.0	54	0.0	0.0	142	0.0	0.0	0.0	0.0	63
ADCYAP1R1	mRNA	227	86	0.0	112	0.0	55	184	0.0	20	139	1	45	30	0.0	38	112	0.0	130
TRIM64C	mRNA	0.0	0.0	0.0	0.0	0.0	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC45A3	mRNA	257	0.0	119	0.0	153	212	255	0.0	495	38	113	10	58	157	18	201	30	240
NRN1	mRNA	5	168	66	1	0.0	176	0.0	1	220	11	21	0.0	26	0.0	2	241	109	0.0
TRIM64B	mRNA	0.0	0.0	59	0.0	76	0.0	0.0	0.0	0.0	53	19	0.0	0.0	0.0	0.0	0.0	1	0.0
EPB42	mRNA	497	40	170	62	0.0	227	0.0	0.0	992	63	120	2	0.0	1458	6	0.0	442	458
SLC45A1	mRNA	80	0.0	0.0	33	128	0.0	135	0.0	0.0	151	0.0	109	0.0	0.0	0.0	48	0.0	0.0
EPB41	mRNA	1	90	0.0	0.0	0.0	0.0	51	0.0	134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPAS1	mRNA	1922	649	1791	364	176	2556	424	397	2752	148	1079	543	480	3350	682	546	1544	1722
CEND1	mRNA	185	0.0	0.0	87	0.0	0.0	0.0	0.0	87	0.0	89	0.0	0.0	1	2	0.0	0.0	65
LOC100128601	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217	0.0	0.0	0.0
LOC266694	ncRNA	0.0	0.0	0.0	0.0	0.0	66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR51J1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100128603	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0
RPL19P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P4	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P5	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P6	ncRNA	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P7	ncRNA	117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52
RPL19P8	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL19P9	ncRNA	2	2	3	0.0	1	0.0	2	139	6	4	1	0.0	1	13	4	81	3	2
RPL19P1	ncRNA	2	0.0	0.0	0.0	0.0	65	0.0	0.0	0.0	0.0	0.0	0.0	89	0.0	0.0	0.0	0.0	0.0
RTBDN	mRNA	2	0.0	0.0	0.0	24	0.0	0.0	0.0	61	15	34	0.0	0.0	0.0	147	19	0.0	0.0
RTEL1-TNFRSF6B	lncRNA	655	424	991	405	347	82	522	282	445	227	277	153	274	1	142	696	157	507
OR51I2	mRNA	1	0.0	0.0	0.0	0.0	0.0	209	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0	0.0	0.0	0.0
SONP1	ncRNA	0.0	0.0	0.0	60	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO5A	mRNA	448	0.0	532	33	0.0	69	79	0.0	62	0.0	121	0.0	55	887	31	155	139	385
OR51I1	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC266683	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-362A1.1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23	0.0	0.0
CRNN	mRNA	1	0.0	0.0	0.0	0.0	18	0.0	0.0	0.0	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0
EXT1	mRNA	409	405	32	80	10	49	4	269	315	27	105	183	199	0.0	194	91	115	331
RHOQP1	ncRNA	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	52	0.0	25	0.0
EXT2	mRNA	486	86	296	115	32	83	518	139	28	76	51	118	178	355	3	46	355	326
RHOQP3	ncRNA	0.0	154	0.0	0.0	0.0	0.0	97	102	16	0.0	0.0	0.0	26	0.0	0.0	0.0	0.0	0.0
RHOQP2	ncRNA	0.0	0.0	5	50	19	67	80	0.0	0.0	0.0	55	16	47	5	0.0	0.0	0.0	0.0
AMZ2P1	miscRNA	3	100	0.0	62	0.0	0.0	29	0.0	0.0	72	0.0	0.0	0.0	391	0.0	50	0.0	0.0
MYO5B	mRNA	5	174	306	250	41	204	139	174	25	360	175	30	108	326	286	163	116	0.0
AMZ2P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO5C	mRNA	147	0.0	99	120	244	0.0	504	250	1	7	68	135	237	0.0	2	141	112	137
MIR378D2	Precursor_miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94	0.0	0.0	0.0	0.0	0.0	0.0
MIR378D1	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRP1	mRNA	80	1	41	0.0	21	83	0.0	61	101	0.0	144	0.0	56	0.0	395	23	85	71
CSRNP1	mRNA	411	439	39	43	8	685	731	1	963	113	399	426	131	847	317	174	334	480
NRP2	mRNA	95	0.0	0.0	0.0	92	80	174	0.0	310	97	176	0.0	36	0.0	257	0.0	22	0.0
CSRNP2	mRNA	241	0.0	0.0	1	6	406	0.0	0.0	289	0.0	39	0.0	53	151	0.0	87	183	160
CSRNP3	mRNA	0.0	0.0	83	0.0	0.0	0.0	196	0.0	0.0	0.0	0.0	1	0.0	0.0	60	0.0	0.0	0.0
AC104654.1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZBED6CL	mRNA	293	38	114	0.0	0.0	167	0.0	0.0	60	105	75	0.0	112	72	0.0	26	44	282
PYROXD1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRON	lncRNA	0.0	0.0	0.0	0.0	0.0	46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16	0.0	0.0
AC104654.2	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18	0.0
OTUD7A	mRNA	18	0.0	97	1	59	0.0	0.0	80	0.0	0.0	36	0.0	55	0.0	130	48	0.0	1
OTUD7B	mRNA	91	75	257	29	140	467	98	0.0	487	36	10	179	127	297	0.0	30	156	76
CROT	mRNA	0.0	150	65	64	17	0.0	0.0	187	26	23	0.0	5	0.0	0.0	269	0.0	36	0.0
ZNF890P	miscRNA	1	0.0	0.0	0.0	24	0.0	0.0	0.0	1	0.0	0.0	0.0	102	192	0.0	0.0	0.0	0.0
THTPA	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0
